<http://www.yso.fi/onto/yso/p17973>	Itämeren alueen merellisen ympäristön suojelua koskeva yleissopimus
<http://www.yso.fi/onto/yso/p4342>	ympäristön tila
<http://www.yso.fi/onto/yso/p11509>	rehevöityminen
<http://www.yso.fi/onto/yso/p3938>	ravinteet
<http://www.yso.fi/onto/yso/p7067>	haitalliset aineet
<http://www.yso.fi/onto/yso/p1636>	raskasmetallit
<http://www.yso.fi/onto/yso/p12248>	hajakuormitus
<http://www.yso.fi/onto/yso/p5496>	biodiversiteetti
<http://www.yso.fi/onto/yso/p4515>	luonnonvarat
<http://www.yso.fi/onto/yso/p2046>	meriliikenne
<http://www.yso.fi/onto/yso/p1101>	virkistyskäyttö
<http://www.yso.fi/onto/yso/p322>	kansainväliset sopimukset
<http://www.yso.fi/onto/yso/p10>	ympäristötietoisuus
<http://www.yso.fi/onto/yso/p6405>	kansalaisjärjestöt
<http://www.yso.fi/onto/yso/p10260>	rannikkovedet
<http://www.yso.fi/onto/yso/p16834>	meriensuojelu
<http://www.yso.fi/onto/yso/p20376>	ympäristöohjelmat
<http://www.yso.fi/onto/yso/p3163>	vesiensuojelu
<http://www.yso.fi/onto/yso/p15738>	vedenlaatu
<http://www.yso.fi/onto/yso/p8446>	merialueet
<http://www.yso.fi/onto/yso/p8045>	vesistönkuormitus
