<http://www.yso.fi/onto/yso/p17643>	miljömärken
<http://www.yso.fi/onto/yso/p22644>	konsumtionskultur
<http://www.yso.fi/onto/yso/p8470>	hållbar utveckling
<http://www.yso.fi/onto/yso/p12629>	miljövänliga produkter
<http://www.yso.fi/onto/yso/p10654>	ekoprodukter
<http://www.yso.fi/onto/yso/p8576>	konsumentbeteende
<http://www.yso.fi/onto/yso/p8574>	konsumtion
<http://www.yso.fi/onto/yso/p15979>	unga vuxna
<http://www.yso.fi/onto/yso/p17643>	miljömärken
<http://www.yso.fi/onto/yso/p6580>	livsmedel
<http://www.yso.fi/onto/yso/p1397>	konsumenter
